Curation	Scientist	Institution	Language of submission	Date of submission	Crop	Trait ID	Trait	Entity	Attribute	Trait synonyms	Trait abbreviations	Trait description	Trait class	Trait status	Trait Xref	Method ID	Method	Method description	Formula	Method class	Method reference	Scale id	Scale name	Scale class	Decimal places	Lower limit	Upper limit	Scale Xref	Category 1	Category 2	Category 3	Category 4	Category 5	Category 6	Category 7	Category 8	Category 9	Category 10	Category 11	Category 12	Category 13	Variable ID	Variable name	Variable synonyms	Context of use	Growth stage	Variable status	Variable Xref	
		IRRI	EN		Rice	CO_320:0000064	kneeing ability	Stem	kneeing ability		"KneeAb, CUKNEE, KnA"	"The ability of a stem, after it has fallen flat e.g. after floodwater recedes, to start growing upright from a young node (the knee)) and bear panicles, typically an ability expressed by deepwater varieties (applicable only in conditions where culms have fallen flat)  "	Biotic stress	pending curation	"TO:0000337, IRIS:1212"	CM_320:0000410	kneeing ability estimation SES	estimate the tiller angle at the point of kneeing 		Estimation	SES:87	CS_320:0000411	kneeing ability scale SES	Ordinal					1= Tiller angle greater than 45 degrees for 50% of tillers	3= Tiller angle greater than 45 degrees for 25% of tillers	"5= Maximum tiller angle less than 45 degrees for 50% of tillers, but greater than 45 degrees for 1 or 2 tillers"	"7= Maximum tiller angle less than45 degrees for 50% of tillers, but greater than 45 degrees for 1 or 2 tillers"	9= No kneeing									CV_320:0000762	KneeAb_EstAng_1to9	KNEEING_ABILITY			pending curation	SES:87	
		IRRI	EN		Rice	CO_320:0000014	leaf angle	Leaf	Angle	leaf attitude	"LfAng, LA"	Position of the tip of the penultimate leaf blade relative to its base 	Morphological		"TO:0000206, IRIS:1062"	CM_320:0000414	leaf angle	Estimate the position of the tip of the penultimate leaf blade relative to its base 		Estimation	"IRIS:142, RD:7.3.8, SES:97"	CS_320:0000415	leaf angle scale	Nominal					1= Erect	5= Horizontal	9= Drooping											CV_320:0000763	LfAng_Est_SES1to9	LEAF_ANGLE				"IRIS:142, SES:97"	
		IRRI	EN		Rice	CO_320:0000014	leaf angle	Leaf	Angle	leaf attitude	"LfAng, LA"	Position of the tip of the penultimate leaf blade relative to its base 	Morphological		"TO:0000206, IRIS:1062"	CM_320:0000414	leaf angle	Estimate the position of the tip of the penultimate leaf blade relative to its base 		Estimation	"IRIS:142, RD:7.3.8, SES:97"	CS_320:0000497	leaf angle scale	Nominal					1= Erect	5= Horizontal	7= Drooping											CV_320:0000764	LfAng_Est_RD1to7	LEAF_ANGLE				"IRIS:142, RD:7.3.8"	
		IRRI	EN		Rice	CO_320:0000502	leaf blade anthocyanin	Leaf blade	Anthocyanin content		LfBladAnth	"Describes the purplish pigmentation, if any, attributable to anthocyanin on the penultimate leaf lamina/blade"	Morphological			CM_320:0000250	leaf blade anthocyanin presence	Estimate visually the presence or absence of a purplish colour attributable to anthocyanin on the penultimate leaf blade anywhere on the the leaf lamina/blade 		Estimation	"RD:7.3.5, UPOV:4"	CS_320:0000251	leaf blade anthocyanin presence scale	Ordinal					0= Absent	9= Present												CV_320:0000765	LfBladAnth_PresEst_0to9					"RD:7.3.5, UPOV:4"	
		IRRI	EN		Rice	CO_320:0000502	leaf blade anthocyanin	Leaf blade	Anthocyanin content		LfBladAnth	"Describes the purplish pigmentation, if any, attributable to anthocyanin on the penultimate leaf lamina/blade"	Morphological			CO_320:0000764	leaf blade anthocyanin distribution	Estimate the penultimate leaf blade for distribution of any purplish colour attributable to anthocyanin anywhere on the the leaf lamina/blade. 		Estimation	"RD:7.3.6, UPOV:5"	CS_320:0000576	leaf blade anthocyanin distribution scale	Nominal					1= 086= On tips only	2= 085= On margins only	3= 089= In blotches	4= 080= Even (uniform purple)										CV_320:0000766	LfBladAnth_DistEst_1to4					"RD:7.3.6, UPOV:5"	
		IRRI	EN		Rice	CO_320:0000006	leaf blade color	Leaf blade	Colour		LfBladCol	Color of the leaf lamina/blade 	Morphological	Obsolete	"TO:0000299, IRIS:1054"	CM_320:0000412	leaf blade color	Visually determination 		Estimation	"IRIS:650, SES:95"	CS_320:0000413		Nominal					1= Light green	2= Green	3= Dark Green	4= Purple tips	5= Purple margins	6= Purple blotch (purple mixed with green)	7= Purple							CV_320:0000767	LfBladCol_Est_1to7	LBC			Obsolete	"IRIS:650, SES:95"	
		IRRI	EN		Rice	CO_320:0000503	leaf blade greenness	Leaf blade	Greeness		LfBladGreen	"Intensity of greenness on the penultimate leaf lamina/blade, if visible under any purplish colour attributable to anthocyanin"	Morphological			CO_320:0000765	leaf blade greenness	Visually estimate the penultimate leaf blade for the intensity of greenness. 		Estimation	"RD:7.3.7, UPOV:3"	CS_320:0000577	leaf blade greenness scale	Nominal					0= 000= Not visible under anthocyanin	3= 061= Light green	3= 060= Medium Green	7= 063= Dark green										CV_320:0000768	LfBladGreen_Est_0to3	BLCO				"RD:7.3.7, UPOV:3"	
		IRRI	EN		Rice	CO_320:0000013	leaf blade pubescence	Leaf blade	Pubescence		"LfBladPub, blpub, LBP"	"Describes the pubescence, i.e. the hairiness, of the surface of the penultimate leaf blade "	Morphological		"TO:0000055, IRIS:1061"	CM_320:0000252	leaf blade pubescence	"Cultivated species: assess the hairiness of the surface of the penultimate leaf blade both visually and by touch, rubbing fingers over the leaf surface from the tip downwards"		Estimation	"IRIS:649, RD:7.3.9, SES:94, UPOV:8"	CS_320:0000253	leaf blade pubescence scale IRRI cult	Ordinal					1= Glabrous (smooth-including ciliated margins)	2= Intermediate	3= Pubescent											CV_320:0000769	LfBladPub_CultEst_SES1to3	LEAF_BLADE_PUBESCENCE				"IRIS:649, RD:7.3.9, SES:94"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000013	leaf blade pubescence	Leaf blade	Pubescence		"LfBladPub, blpub, LBP"	"Describes the pubescence, i.e. the hairiness, of the surface of the penultimate leaf blade "	Morphological		"TO:0000055, IRIS:1061"	CM_320:0000252	leaf blade pubescence	"Cultivated species: assess the hairiness of the surface of the penultimate leaf blade both visually and by touch, rubbing fingers over the leaf surface from the tip downwards"		Estimation	"IRIS:649, RD:7.3.9, SES:94, UPOV:8"	CS_320:0000486	leaf blade pubescence scale UPOV	Ordinal					1= Absent or very weak	3= weak	5= medium	7= strong										CV_320:0000770	LfBladPub_CultEst_UPOV1to7	LEAF_BLADE_PUBESCENCE				UPOV:8	
		IRRI	EN		Rice	CO_320:0000013	leaf blade pubescence	Leaf blade	Pubescence		"LfBladPub, blpub, LBP"	"Describes the pubescence, i.e. the hairiness, of the surface of the penultimate leaf blade "	Morphological		"TO:0000055, IRIS:1061"	CO_320:0000766	leaf blade pubescence estimation wild	"Wild species: assess the hairiness and the location of hairs on the surface of the penultimate leaf blade both visually and by touch, rubbing fingers over the leaf surface from the tip downwards. "		Estimation	"IRIS:326, RD:7.3.9.1"	CS_320:0000578	leaf blade pubescence scale wild	Nominal					1= Glabrous	2= Hairy on upper surface	3= Hairy on lower surface	4= Hairy on both sides										CV_320:0000771	LfBladPub_WildEst_1to4	LEAF_BLADE_PUBESCENCE				"IRIS:326, RD:7.3.9.1"	
		IRRI	EN		Rice	CO_320:0000176	Leaf blast damage	Leaf blast	Damage	"blast, leaf blast, rice leaf blast"	LfBlastDam	"The type and severity of leaf blast symptoms on leaves caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms are necrotic lesions on the leaves, in severe cases leading to leaf death  "	Biotic stress	Recommended	"TO:0000468, IRIS:1104"	CO_320:0000767	leaf blast damage amount	Estimate the percentage of leaf area affected by leaf blast 		Estimation	"IRIS:157, SES:30"	CS_320:0000579	% leaf area affected	Numerical																		CV_320:0000772	LfBlastDam_EstAmt_0to9	BLAST			Recommended	"IRIS:157, SES:30"	
		IRRI	EN		Rice	CO_320:0000176	Leaf blast damage	Leaf blast	Damage	"blast, leaf blast, rice leaf blast"	LfBlastDam	"The type and severity of leaf blast symptoms on leaves caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms are necrotic lesions on the leaves, in severe cases leading to leaf death  "	Biotic stress	Recommended	"TO:0000468, IRIS:1104"	CO_320:0000768	leaf blast damage type	Assess the type of lesion 		Estimation	SES:30	CS_320:0000580	leaf blast damage type scale	Ordinal					0= No lesions observed	1= Small brown specks of pin-point size or larger brown specks without sporulating center	2=	"3= Small roundish to slightly elongated necrotic sporulating spots, about 1-2 mm in diameter with a distinct brown margin or yellow halo"	4=	"5= Narrow or slightly elliptical lesions, 1-2 mm in breadth, more than 3 mm long with a brown margin"	6=	"7= Broad spindle-shaped lesion with yellow, brown, or purple margin"	8=	"9= Rapidly coalescing small, whitish, grayish, or bluish lesions without distinct margins"				CV_320:0000773	LfBlastDam_EstTyp_0to9	BLAST			Recommended	SES:30	
		IRRI	EN		Rice	CO_320:0000176	Leaf blast damage	Leaf blast	Damage	"blast, leaf blast, rice leaf blast"	LfBlastDam	"The type and severity of leaf blast symptoms on leaves caused by the fungal pathogen Magnaporthe grisea (Pyricularia oryzae). Symptoms are necrotic lesions on the leaves, in severe cases leading to leaf death  "	Biotic stress	Recommended	"TO:0000468, IRIS:1104"	CM_320:0000340	leaf blast damage estimation	"Assess the type of lesion and the proportion of leaf area affected by leaf blast. Entries with scores 4-9 may also have lesions of scale 1 or 2. In cases where the lesion develops only on the collar, joint of the leaf sheath and the leaf blade, causing the leaf blade to drop off, a scale unit of 4 is to be given. "		Estimation	SES:30	CS_320:0000341	leaf blast damage scale	Ordinal					0= No lesions observed	1= Small brown specks of pin-point size or larger brown specks without sporulating center	"2= Small roundish to slightly elongated, necrotic gray spots, about 1-2 mm in diameter, with a distinct brown margin. Lesions are mostly found on the lower leaves."	"3= Lesion type is the same as in scale 2, but a significant number of lesions are on the upper leaves"	"4= Typical susceptible blast lesions 3 mm or longer, infecting less than 4% of the leaf area"	5= Typical blast lesions infecting 4-10% of the leaf area	6= Typical blast lesions infection 11-25% of the leaf area	7= Typical blast lesions infection 26-50% of the leaf area	8= Typical blast lesions infection 51-75% of the leaf area and many leaves are dead	9= More than 75% leaf area affected				CV_320:0000774	LfBlastDam_EstScr_0to9	BLAST				SES:30	
		IRRI	EN		Rice	CO_320:0000011	leaf length	Leaf	Length	leaf blade length	"LfLng, LLT"	Length of penultimate leaf blade 	Morphological		"TO:0000135, IRIS:1059"	CM_320:0000266	average leaf length	"Measure length of the penultimate leaf on the main culm, from the ligule to the tip of the blade, on five representative plants. Calculate average"		Computation	"IRIS:129, RD:7.3.18, UPOV:13, SES:92"	CS_320:0000268	leaf length scale	Ordinal					1= Very short (<21 cm)	3= Short (~30 cm)	5= Intermediate (~50 cm)	7= Long (~70 cm)	9= Very long (>80 cm)									CV_320:0000775	LfLng_Av_1to9	LEAF_LENGTH				"IRIS:129, RD:7.3.18, UPOV:13"	
		IRRI	EN		Rice	CO_320:0000011	leaf length	Leaf	Length	leaf blade length	"LfLng, LLT"	Length of penultimate leaf blade 	Morphological		"TO:0000135, IRIS:1059"	CM_320:0000266	average leaf length	"Measure length of the penultimate leaf on the main culm, from the ligule to the tip of the blade, on five representative plants. Calculate average"		Computation	"IRIS:129, RD:7.3.18, UPOV:13, SES:92"	CS_320:0000267	cm	Numerical																		CV_320:0000776	LfLng_Av_cm	LEAF_LENGTH				"IRIS:129, RD:7.3.18, SES:92"	
		IRRI	EN		Rice	CO_320:0000504	leaf margin pubescence	Leaf margin	Pubescence		LfMargPub	"Describes the pubescence, i.e. the hairiness, of the leaf margin"	Morphological		TO:0002723	CO_320:0000769	leaf margin pubescence	Wild species: assess the presence/absence of hairs on the leaf margin 		Estimation	RD:7.3.10	CS_320:0000581	leaf margin pubescence scale	Ordinal					1= Glabrous (no hairs)	2= Hairy or ciliated												CV_320:0000777	LfMargPub_Est_1to2	LMPUB				RD:7.3.10	
		IRRI	EN		Rice	CO_320:0000181	leaf scald damage	Leaf scald	Damage	leaf scald	LfScald	"The type and severity of leaf scald symptoms on leaves caused by the fungal pathogen Monographella albescens (Microdochium oryzae). Symptoms: lesions occur mostly near leaf tips, but sometimes start at the margin of the blade and develop into large ellipsoid areas encircled by dark-brown, narrow bands accompanied by a light-brown halo "	Biotic stress		"TO:0000378, IRIS:1110"	CM_320:0000346	leaf scald damage estimation	Estimate the proportion and distribution of leaf area diseased 		Estimation	"IRIS:331, SES:34"	CS_320:0000347	leaf scald damage scale	Ordinal					0= No disease observed	1= Less than 1% (apical lesions)	2=	3= 1-5% (apical lesions)	4=	5= 6-25% (apical and some marginal lesions)	6=	7= 26-50% (apical and marginal lesions)	8=	9= 51-100% (apical and marginal lesions)				CV_320:0000778	LfScald_Est_0to9	LEAF_SCALD				"IRIS:331, SES:34"	
		IRRI	EN		Rice	CO_320:0000085	leaf senescence	Leaf	Senescence		"LfSen, LSEN"	Describes how soon leaves senesce 	Agronomical		"TO:0000249, IRIS:1015"	CM_320:0000282	leaf senescence harvest estimation	Estimate by observing all leaves below the flag leaf for their retention of greenness when the grains are ready for harvesting 		Estimation	"IRIS:208, RD:7.3.35, SES:6, UPOV:45"	CS_320:0000283	leaf senescence harvest scale	Ordinal					1= Very early (all leaves lost their green colour before grain maturity)	3= Early (all leaves have lost their green colour at harvest)	5= Intermediate (one leaf still green at harvest)	7= Late (two or more leaves still green at harvest)	9= Very late (all leaves still green at harvest)									CV_320:0000779	LfSen_Est_1to9	"SEN_CO_1_9, LSEN"				"IRIS:208, RD:7.3.35, SES:6, UPOV:45"	
		IRRI	EN		Rice	CO_320:0000021	leaf width	Leaf	Width	leaf blade width	"LfWdt, LWD"	Width of penultimate leaf blade 	Morphological		"TO:0000370, IRIS:1071"	CM_320:0000235	average leaf width	Measure width at the widest portion of the penultimate leaf on the main culm of five representative plants. Calculate average		Computation	"IRIS:135, RD:7.3.19, SES:93, UPOV:14"	CS_320:0000483	cm	Numerical																		CV_320:0000780	LfWdt_Av_cm	LW				"IRIS:135, RD:7.3.19, SES:93"	
		IRRI	EN		Rice	CO_320:0000021	leaf width	Leaf	Width	leaf blade width	"LfWdt, LWD"	Width of penultimate leaf blade 	Morphological		"TO:0000370, IRIS:1071"	CM_320:0000235	average leaf width	Measure width at the widest portion of the penultimate leaf on the main culm of five representative plants. Calculate average		Computation	"IRIS:135, RD:7.3.19, SES:93, UPOV:14"	CS_320:0000269		Ordinal					3= Narrow <1 cm	5= Intermediate 1cm - 2cm	7= Broad >2 cm											CV_320:0000781	LfWdt_Av_1to7	LW				"IRIS:135, RD:7.3.19, UPOV:14"	
		IRRI	EN		Rice	CO_320:0000201	leaffolder damage	Leafholder	Damage	leaffolder	LfFolderDam	"The extent of leaf damage caused by leaffolder (Cnaphalocrosis medinalis or Marasmia patnalis). Symptoms: Larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding "	Biotic stress		"TO:0000403, IRIS:1157"	CM_320:0000380	leaf folder injury assessment field	"Use an augmented experimental design, with a susceptible and resistant check (if available) after every 10 test entries. Replicate test entries three times if seed is available. Observe the proportion of plants with injured and folded leaves. The susceptible check should average at least 40% to accept the test as a measure of resistance "		Estimation	"IRIS:68, SES:64"	CS_320:0000381	leaf folder injury scale field	Ordinal					0= No damage	1= 1-10%	3= 11-20%	5= 21-35%	7= 36-50%	9= 51-100%								CV_320:0000782	LfFolderDam_EstFld_0to9	LEAFFOLDER				"IRIS:68, SES:64"	
		IRRI	EN		Rice	CO_320:0000201	leaffolder damage	Leaffolder	Damage	leaffolder	LfFolderDam	"The extent of leaf damage caused by leaffolder (Cnaphalocrosis medinalis or Marasmia patnalis). Symptoms: Larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding "	Biotic stress		"TO:0000403, IRIS:1157"	CO_320:0000770	leaffolder single leaf injury assessment	"In a greenhouse test, observe the early injury from leaffolder to each leaf on young plants "		Estimation	SES:64	CS_320:0000582	leaffolder single leaf injury scale	Ordinal					0= No injury	1= Up to 1/3 of leaf area scraped	2= 1/3 to 1/2 of leaf area scraped	3= More than 1/2 of leaf area scraped										CV_320:0000783	LfFolderDam_EstSingleLead_0to3	LEAFFOLDER					
		IRRI	EN		Rice	CO_320:0000201	leaffolder damage	Leaffolder	Damage	leaffolder	LfFolderDam	"The extent of leaf damage caused by leaffolder (Cnaphalocrosis medinalis or Marasmia patnalis). Symptoms: Larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding "	Biotic stress		"TO:0000403, IRIS:1157"	CO_320:0000771	leaffolder unadjusted injury rating	"In a greenhouse test where NT leaves have been scored using the single leaf injury score, calculate the injury rating R = (N1 + 2xN2 + 3xN3)x100% / (NTx3), where N1-N3 are the number of leaves with score 1-3 "		Computation	SES:64	CS_320:0000583	%	Numerical																		CV_320:0000784	LfFolderDam_CompRating_Pct	LEAFFOLDER					
		IRRI	EN		Rice	CO_320:0000201	leaffolder damage	Leaffolder	Damage	leaffolder	LfFolderDam	"The extent of leaf damage caused by leaffolder (Cnaphalocrosis medinalis or Marasmia patnalis). Symptoms: Larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding "	Biotic stress		"TO:0000403, IRIS:1157"	CO_320:0000753	leaffolder adjusted injury rating	"In a greenhouse test, adjust the unadjusted injury ratings R for test entries by dividing by R for the susceptible check and multiplying by 100% "		Computation	SES:64	CS_320:0000565	%	Numerical																		CV_320:0000785	LfFolderDam_CompAdjRating_Pct	LEAFFOLDER					
		IRRI	EN		Rice	CO_320:0000201	leaffolder damage	Leaffolder	Damage	leaffolder	LfFolderDam	"The extent of leaf damage caused by leaffolder (Cnaphalocrosis medinalis or Marasmia patnalis). Symptoms: Larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding "	Biotic stress		"TO:0000403, IRIS:1157"	CO_320:0000753	leaffolder adjusted injury rating	"In a greenhouse test, adjust the unadjusted injury ratings R for test entries by dividing by R for the susceptible check and multiplying by 100% "		Estimation	SES:64	CS_320:0000566	leaffolder injury scale greenhouse	Ordinal					0= No injury	1= 1-10%	3= 11-30%	5= 31-50%	7= 51-75%	9= more than 75%								CV_320:0000786	LfFolderDam_CompAdjRating_0to9	LEAFFOLDER				SES:64	
		IRRI	EN		Rice	CO_320:0000039	lemma and palea color	Lemma and palea	Colour	"hull colour, glume colour"	LmPCol	Colour of the lemma and palea 	Morphological		"TO:0000264, IRIS:1088"	CM_320:0000286	immature lemma and palea colour	Visually determinate the colour of the lemma and palea before the grain ripens.		Estimation	"IRIS:626, RD:7.4.5"	CS_320:0000287	immature lemma and palea colour scale	Nominal					1= 010= White	2= 012= Green-striped white	3= 042= Gold and gold furrows	4= 052= Brown (tawny)	5= 053= Brown spots on green	6= 054= Brown furrows on green	7= 056= Blackish brown	8= 060= Green	9= 062= Yellowish green	10= 080= Purple	11= 082= Reddish to light purple	12= 083= Purple shade	13= 090= Purple spots on green	CV_320:0000787	LmPCol_ImmatEst_1to13					"IRIS:626, RD:7.4.5"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000039	lemma and palea color	Lemma and palea	Colour	"hull colour, glume colour"	LmPCol	Colour of the lemma and palea 	Morphological		"TO:0000264, IRIS:1088"	CM_320:0000545	mature lemma and palea color	Visually determinate the colour of the lemma and palea after harvest. 		Estimation	"IRIS:627, RD:7.5.5, UPOV:46"	CS_320:0000535	mature lemma and palea color scale UPOV	Nominal					1= straw	2= gold	3= brown	4= reddish to light purple	5= purple	6= black								CV_320:0000788	LmPCol_MatEst_UPOV1to6					UPOV:46	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000505	lemma and palea color ornementation	Lemma and palea	Colour ornementation	"hull colour, glume colour"	LmPColOrn	Colour ornamentation of the lemma and palea. It characterizes the colours present only on parts of the lemma and palea	Morphological		TO:0000264	CO_320:0000772	mature lemma and palea ornamentation	Visually determinate the colour ornamentation of (i.e. colours present only on parts of) the lemma and palea at maturity 		Estimation	UPOV:46	CS_320:0000584	mature lemma and palea ornamentation scale UPOV	Nominal					1= absent	2= gold furrows	3= brown furrows	4= purple spots	5= purple furrows									CV_320:0000789	LmPColOrn_Est_1to5					UPOV:46	
		IRRI	EN		Rice	CO_320:0000039	lemma and palea color	Lemma and palea	Colour	"hull colour, glume colour"	LmPCol	Colour of the lemma and palea 	Morphological		"TO:0000264, IRIS:1088"	CM_320:0000545	mature lemma and palea color	Visually determinate the colour of the lemma and palea after harvest. 		Estimation	"IRIS:627, RD:7.5.5, UPOV:46"	CS_320:0000536	mature lemma and palea color scale IRRI	Nominal					1= 010= White	2= 020= Straw	3= 042= Gold and gold furrows	4= 052= Brown (tawny)	5= 053= Brown spots	6= 054= Brown furrows	7= 080= Purple	8= 082= Reddish to light purple	9= 090= Purple spots	10= 091= Purple furrows	11= 100= Black			CV_320:0000790	LmPCol_MatEst_IRRI1to11					"IRIS:627, RD:7.5.5"	
		IRRI	EN		Rice	CO_320:0000039	lemma and palea color	Lemma and palea	Colour	"hull colour, glume colour"	LmPCol	Colour of the lemma and palea 	Morphological		"TO:0000264, IRIS:1088"	CM_320:0000545	mature lemma and palea color	Visually determinate the colour of the lemma and palea after harvest. 		Estimation	"IRIS:627, RD:7.5.5, UPOV:46"	CS_320:0000537	mature lemma and palea color scale SES	Nominal					1 = Straw	2 = Gold and gold furrows on straw background	3 = Brown spots on straw	4 = Brown furrows on straw	5 = Brown (tawny)	6 = Reddish to light purple	7 = Purple spots on straw	8 = Purple furrows on straw	9 = Purple	10 = Black	11 = White			CV_320:0000791	LmPCol_MatEst_SES1to10					 SES:117	
		IRRI	EN		Rice	CO_320:0000040	lemma and palea pubescence	Lemma and palea	Pubescence	LmPb	"LmPPub, LPPUB, LmPb"	"Describes the presence, distribution and type of hairs on the lemma and palea  "	Morphological		"TO:0000417, IRIS:1089"	CM_320:0000296	lemma and palea pubescence evaluation	"Using a hand lens, visually assess and evaluate the presence, distribution and type of hairs on the lemmas and paleas"		Estimation	"RD:7.5.4, SES:118, UPOV:36"	CS_320:0000297	lemma and palea pubescence scale IRRI	Ordinal					1= Glabrous	2= Hairs on lemma keel	3= Hairs on upper portion	4= Short hairs	5= Long hairs (velvety)									CV_320:0000792	LmPPub_Est_IRRI1to5	LEMMA_AND_PALEA_PUBESCENCE				"RD:7.5.4, SES:118"	
		IRRI	EN		Rice	CO_320:0000040	lemma and palea pubescence	Lemma and palea	Pubescence	LmPb	"LmPPub, LPPUB, LmPb"	"Describes the presence, distribution and type of hairs on the lemma and palea  "	Morphological		"TO:0000417, IRIS:1089"	CM_320:0000296	lemma and palea pubescence evaluation	"Using a hand lens, visually assess and evaluate the presence, distribution and type of hairs on the lemmas and paleas"		Estimation	"RD:7.5.4, SES:118, UPOV:36"	CS_320:0000492	lemma and palea pubescence scale UPOV	Ordinal					1= absent or very weak	3= weak	5= medium	7= strong	9= very strong									CV_320:0000793	LmPPub_Est_UPOV1to9	LEMMA_AND_PALEA_PUBESCENCE				UPOV:36	
		IRRI	EN		Rice	CO_320:0000506	lemma phenol reaction	Lemma	Phenol reaction		PhenReac	Describes the change in colour of lemmas in response phenol	Quality			CO_320:0000773	lemma phenol reaction	"Place hulls from 10 grains into a petri dish of 5 cm diameter, add 5 ml of 1.5% phenol solution, cover the petri dish, and keep at room temperature for 1 day. Observe the intensity of the reaction of the phnol on the lemmas "		Estimation	"RD:8.1.1, UPOV:56+57"	CS_320:0000585	lemma phenol reaction scale	Ordinal					1= Absent	3= Light	5= Medium	7= Dark										CV_320:0000794	PhenReac_Est_1to7					"RD:8.1.1, UPOV:56+57"	
		IRRI	EN		Rice	CO_320:0000026	ligule color	Ligule	Colour		"LigCol, LIGCO"	Color of the ligule 	Morphological		"TO:0000197, IRIS:1075"	CO_320:0000774	ligule color estimation - wild	Wild species: estimate visually  the colour of ligules at anthesis. 		Estimation	"IRIS:555, RD:7.3.17"	CS_320:0000586	ligule color scale wild	Nominal					0= 000= Absent (liguleless)	1= 011= Whitish	2= 062= Yellowish green	3= 084= Green with purple lines	4= 081= Light purple	5= 080= Purple								CV_320:0000795	LigCol_WildEst_0to5	LIGULE_COLOR				"IRIS:555, RD:7.3.17"	
		IRRI	EN		Rice	CO_320:0000026	ligule color	Ligule	Colour		"LigCol, LIGCO"	Color of the ligule 	Morphological		"TO:0000197, IRIS:1075"	CO_320:0000775	ligule color estimation	Visually estimate the colour of ligules at late vegetative stage before flowering 		Estimation	"IRIS:150, SES:100"	CS_320:0000587	Code 	Nominal					0= Absent	1= White	2= Purple lines	3= Purple										CV_320:0000796	LigCol_Est_0to3	LIGULE_COLOR				"IRIS:150, SES:100"	
		IRRI	EN		Rice	CO_320:0000026	ligule color	Ligule	Colour		"LigCol, LIGCO"	Color of the ligule 	Morphological		"TO:0000197, IRIS:1075"	CM_320:0000264	ligule color estimation - cultivated	Cultivated species: visually estimate the colour of ligules at late vegetative stage before flowering. 		Estimation	"IRIS:631, RD:7.3.17, UPOV:12"	CS_320:0000265	ligule color scale cult	Nominal					0= 000= Absent (liguleless)	1= 011= Whitish	2= 062= Yellowish green	3= 084= Green with purple lines	4= 081= Light purple	5= 080= Purple								CV_320:0000797	LigCol_CultEst_0to5	LIGULE_COLOR				"IRIS:631, RD:7.3.17, UPOV:12"	
		IRRI	EN		Rice	CO_320:0000025	ligule length	Ligule	Length		"LigLng, LGL, LIGLT"	"Length of ligule, defined as distance from the base of the collar to the tip of the ligule "	Morphological		"TO:0000024, IRIS:1074"	CM_320:0000258	average ligule length	"Measure the distance from the base of the collar to the tip of the ligule on the penultimate leaf of five plants, and calculate the average "		Computation	"IRIS:630, RD:7.3.13, SES:99"	CS_320:0000259	mm	Numerical																		CV_320:0000798	LigLng_Av_mm	LIGULE_LENGTH				"IRIS:630, RD:7.3.13, SES:99"	
		IRRI	EN		Rice	CO_320:0000507	ligule margin shape	Ligule margin	Shape		LigMargShp	Describes the form of the margin of the ligule	Morphological		TO:0002766	CO_320:0000776	ligule margin shape determination	Visually compare the shape of ligules with a diagram or photographs representing the standard shape classes for wild rice 		Estimation	RD:7.3.15	CS_320:0000588	ligule margin shape scale	Nominal					1= Entire	2= Scalloped or toothed	99= Other											CV_320:0000799	LigMargShp_Est_1to99	LIGMSH				RD:7.3.15	
		IRRI	EN		Rice	CO_320:0000132	ligule pubescence	Ligule	Pubescence		"LigPub, LIGPUB"	Presence and distribution of hairs on ligules 	Morphological		"TO:0002749, IRIS:1516"	CM_320:0000262	ligule pubescence estimation	Assess pubescence (hairiness) of the ligules under a hand lens. 		Estimation	"IRIS:554, RD:7.3.16"	CS_320:0000263	ligule pubescence scale 1	Ordinal					1= Glabrous	2= Partially hirsute: hairs covering less than 50% of the ligule	3= Mostly or generally hirsute: hairs covering more than 50% of the ligule											CV_320:0000800	LigPub_Est_1to3	LIGULE_PUBESCENCE				"IRIS:554, RD:7.3.16"	
	TTC-GRC	IRRI	EN		Rice	CO_320:0000027	ligule shape	Ligule	Shape		"LigShp, LIGSH"	Shape of the ligule 	Morphological		"TO:0000335, IRIS:1076"	CO_320:0000777	ligule shape determination	Visually compare the shape of ligules with a diagram or photographs representing the standard shape classes for cultivated rice 		Estimation	UPOV:11	CS_320:0000589	ligule shape scale UPOV	Nominal					1= acute	2= cleft												CV_320:0000801	LigShp_Est_1to2	LIGULE_SHAPE				UPOV:11	
		IRRI	EN		Rice	CO_320:0000027	ligule shape	Ligule	Shape		"LigShp, LIGSH"	Shape of the ligule 	Morphological		"TO:0000335, IRIS:1076"	CM_320:0000260	ligule shape determination - cultivated	Visually compare the shape of ligules with a diagram or photographs representing the standard shape classes for cultivated rice 		Estimation	"IRIS:629, RD:7.3.14.1, SES:101"	CS_320:0000261	ligule shape scale cult RD	Nominal					0= Absent	1= Truncate	2= Acute to acuminate	3= 2-cleft										CV_320:0000802	LigShp_CultEst_RD0to3	LIGULE_SHAPE				"IRIS:629, RD:7.3.14.1"	
