Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13
,CO_320:0000860,SeedlHt_Av_1to7,SEEDLING_HEIGHT,,,,RD:7.3.2,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000218,seedling height,Morphological,"Height of seedlings, measured from the base of the shoot to the tip of the tallest leaf blade",,SeedlHt,SDHT,Seedling,Height,,"TO:0000019, IRIS:1006",CO_320:0000227,average seedling height,Computation,"Measure the height of 10 seedlings from the base of the shoot to the tip of the tallest leaf blade, and calculate the average",,"RD:7.3.2, SES:91",CO_320:0000228,seedling height scale,Ordinal,,,,,3= Short <30 cm,5= Intermediate ~45 cm,7= Tall >60 cm,,,,,,,,,,
,CO_320:0000861,ShBltInc_Est_0to9,SHB,,,"Standard CIAT, FLAR","IRIS:45, SES:37",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000189,sheath blight,Biotic stress,"The type and severity of sheath blight symptoms caused by Thanethoporus cucumeris (Rhizoctonia solani). Symptoms: ellipsoidal, necrotic grayish-green lesions, which may enlarge and coalesce with other lesions, initially on lower leaf sheaths",,ShBltInc,,sheath blight,Relative height,,"TO:0000255, IRIS:1117",CO_320:0000354,sheath blight relative height estimation,Estimation,"Estimate the relative lesion height, as the average height above the soil of the uppermost lesion on a leaf blade or leaf sheath expressed as a percentage of the average plant height.",,"IRIS:45, SES:37",CO_320:0000355,sheath blight relative height scale,Ordinal,,,,,0= No infection observed,1= Lesions only on bottom 20% of the plant,2=,3= 20-30%,4=,5= 31-45%,6=,7= 46-65%,8=,9= More than 65%,,,
,CO_320:0000862,ShRotInc_Est_0to9,SHEATH_ROT,,,"Standard CIAT, FLAR","IRIS:54, SES:38",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000185,sheath rot,Biotic stress,"The type and severity of sheath rot symptoms caused by Soracladium oryzae. Symptoms: oblong or irregular brown to grey lesions on the leaf sheath near panicle, sometimes coalescing to prevent emergence of panicle.",sheath rot,ShRotInc,,sheath rot,Incidence,,"TO:0000086, IRIS:1114",CO_320:0000360,sheath rot incidence estimation,Estimation,Estimate the proportion of tillers that are diseased,,"IRIS:54, SES:38",CO_320:0000361,sheath rot incidence scale,Ordinal,,,,,0= No disease observed,1= Less than 1%,2=,3= 1-5%,4=,5= 6-25%,6=,7= 26-50%,8=,9= 51-100%,,,
,CO_320:0000863,SpkFer_Est_1to5,"SPIKELET_FERTILITY, SPKF, SpFert",,,,"IRIS:694, RD:7.5.14",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000090,spikelet fertility,Agronomical,The proportion of spikelets on a harvested panicle that contain filled grains,,SpkFer,"SPKF, SpFert",Spikelet,Fertility,,"TO:0000180, IRIS:1021",CO_320:0000302,spikelet fertility score,Estimation,Press spikelets between fingers to check which have filled grains inside. Test five representative panicles to estimate the percentage of spikelets that are filled score,,"IRIS:694, RD:7.5.14, SES:9",CO_320:0000303,spikelet fertility scale RD,Ordinal,,,,,1= Completely sterile 0%,2= Highly sterile 1-49%,3= Partly sterile 50-74%,4= Fertile 75-90%,5= Highly fertile >90%,,,,,,,,
,CO_320:0000864,SpkFer_EstSES_1to9,"SPIKELET_FERTILITY, SPKF, SpFert",,,Obsolete,"IRIS:694, SES:9",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000090,spikelet fertility,Agronomical,The proportion of spikelets on a harvested panicle that contain filled grains,,SpkFer,"SPKF, SpFert",Spikelet,Fertility,,"TO:0000180, IRIS:1021",CO_320:0000481,spikelet fertility estimation SES,Estimation,Press spikelets between fingers to check which have filled grains inside. Test five representative panicles to estimate the percentage of spikelets that are filled,,"IRIS:694, RD:7.5.14, SES:9",CO_320:0000482,spikelet fertility scale SES,Ordinal,,,,,1= Highly fertile >90%,3= Fertile 75-89%,5= Partly sterile 50-74%,7= Highly sterile <50% to trace,9= Completely sterile 0%,,,,,,,,
,CO_320:0000865,SpkFer_Est_1to9,"SPIKELET_FERTILITY, SPKF, SpFert",,,,"IRIS:694, SES:9",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000090,spikelet fertility,Agronomical,The proportion of spikelets on a harvested panicle that contain filled grains,,SpkFer,"SPKF, SpFert",Spikelet,Fertility,,"TO:0000180, IRIS:1021",CO_320:0000302,spikelet fertility score,Estimation,Press spikelets between fingers to check which have filled grains inside. Test five representative panicles to estimate the percentage of spikelets that are filled score,,"IRIS:694, RD:7.5.14, SES:9",CO_320:0000482,spikelet fertility scale SES,Ordinal,,,,,1= Highly fertile >90%,3= Fertile 75-89%,5= Partly sterile 50-74%,7= Highly sterile <50% to trace,9= Completely sterile 0%,,,,,,,,
,CO_320:0000866,SpkSter_Comp_1to9,SPIKELET_STERILITY,,,"Standard CIAT, FLAR","IRIS:197, SES:21B",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000159,Spikelet sterility,Agronomical,Proportion of spikelets on a harvested panicle that contain unfilled grains,,SpkSter,"SPKF, SpFert",Sterile spikelet,Proportion,,TO:0000436,CO_320:0000328,spikelet sterility calculation,Computation,"Bag two primary panicles of at least 50 plants with glassine bags before their anthesis begins to prevent cross pollination. At maturity, count the filled (fertile) and unfilled (sterile) spikelets of the bagged panicles, calculate the proportion that are sterile",,"IRIS:197, SES:21B",CO_320:0001288,spikelet sterility scale,Ordinal,,,,IRIS_SCALE:192,1= Completely 100% sterile,3= Highly sterile (99%-99.9%),5= Sterile (95%-98.9%),7= Partially sterile (70%-94.9%),9= Partially fertile to fertile (<70% sterile),,,,,,,,
,CO_320:0000867,StemBorer_YellowEst_0to9,STEM_BORER_DAMAGE,,,,"IRIS:42, SES:63",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000208,stem borer damage,Biotic stress,"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species",stem borer,StemBorer,,Stem borer,Damage,,"TO:0000454, IRIS:164",CO_320:0000378,yellow stem borer deadheart damage assessment,Estimation,"At maximum tillering, observe the proportion of tillers that have stems with deadheart caused by Scirpophaga incertulas. Use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. Dissect stems from 10 hills of susceptible checks at maximum tillering, panicle initiation and late ripening, in order to identify the SB species. The test is considered a valid test for resistance if the susceptible check has more than 20% of tillers with deadheart",,"IRIS:42, SES:63",CO_320:0000379,yellow stem borer deadheart damage scale,Ordinal,,,,,0= No injury,1= 1-10%,3= 11-20%,5= 21-30%,7= 31-60%,9= 61% and above,,,,,,,
,CO_320:0000868,StemBorer_DeadheartEst_0to9,STEM_BORER_DAMAGE,,,,"IRIS:62, SES:63",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000208,stem borer damage,Biotic stress,"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species",stem borer,StemBorer,,Stem borer,Damage,,"TO:0000454, IRIS:164",CO_320:0000573,stem borer deadheart damage assessment,Estimation,"At maximum tillering, observe the proportion of tillers that have stems with deadheart. Use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. Dissect stems from 10 hills of susceptible checks at maximum tillering, panicle initiation and late ripening, in order to identify the SB species. The test is considered a valid test for resistance if the susceptible check has more than 20% of tillers with deadheart",,"IRIS:62, SES:63",CO_320:0000623,stem borer deadheart damage scale,Ordinal,,,,,0= No injury,1= 1-10%,3= 11-20%,5= 21-30%,7= 31-60%,9= 61% and above,,,,,,,
,CO_320:0000869,StemBorer_WhiteHeadEst_0to9,STEM_BORER_DAMAGE,,,,SES:63,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000208,stem borer damage,Biotic stress,"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species",stem borer,StemBorer,,Stem borer,Damage,,"TO:0000454, IRIS:164",CO_320:0000804,stem borer whitehead damage assessment,Estimation,"Near grain maturity, observe the proportion of panicles that have whiteheads. Use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. Dissect stems from 10 hills of susceptible checks at maximum tillering, panicle initiation and late ripening, in order to identify the SB species. The test is considered a valid test for resistance if the susceptible check has more than 10% of panicles with whiteheads",,SES:63,CO_320:0000616,stem borer whitehead damage scale,Ordinal,,,,,0= No damage,1= 1-5%,3= 6-10%,5= 11-15%,7= 16-25%,9= 26% and above,,,,,,,
,CO_320:0000870,StemBorer_DeepWatEst_0to9,STEM_BORER_DAMAGE,,,"Standard CIAT, FLAR",SES:63,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000208,stem borer damage,Biotic stress,"The extent of damage caused by stem borers, which include Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (African whiteheads), Diopsis macrophthalma (Stalked-eyed fly), and several other species",stem borer,StemBorer,,Stem borer,Damage,,"TO:0000454, IRIS:164",CO_320:0000805,stem borer deepwater damage assessment,Estimation,"For deepwater rice, make dissections of 20 or more tillers per plot or row after heading, count the numbers of infested tillers and estimate the proportion of infested tillers",,SES:63,CO_320:0000617,stem borer deepwater damage scale,Ordinal,,,,,0= No damage,1= 1-10%,3= 11-20%,5= 21-30%,7= 31-60%,9= 61% and above,,,,,,,
,CO_320:0000871,StmElong_Esr_1to9,ELONGATION,,,,"IRIS:34, SES:85",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000061,stem elongation,Abiotic stress,The ability of the stem to elongate as flood water rises and thus to keep the topmost leaves above water level,"elongation ability, elongation in deepwater",StmElong,,Stem,Elongation,,TO:0006036,CO_320:0000406,stem elongation estimation,Estimation,estimate the ability of stems to elongate based on comparison with check varieties. Specify water depth under which the data was recorded,,"IRIS:34, SES:85",CO_320:0000407,stem elongation scale,Ordinal,,,,,1= Best elongation response= best local floating variety e.g. Leb Mue Nahng 111,"3= Better than that of elongating semidwarf, but not as good as that of the best local floating variety",5= Similar to that of elongating semidwarf e.g. IR11141-6-1-4,"7= Better than that of non-elongating semidwarf, but not as good as that of elongating semidwarf","9= Poorest elongation, or none, like non-elongating semidwarf e.g. IR42",,,,,,,,
,CO_320:0000872,StmRotInc_Est_0to9,STEM_ROT,,,"Standard CIAT, FLAR",SES:42,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000186,stem rot,Biotic stress,"The type and severity of stem rot symptoms caused by Magnaporthe salvinii (Nakatea sigmoidea, Sclerotium oryzae) and Helminthosporium sigmoideum var. irregulare. Symptoms: dark lesions develop on the stems near the water line. Small, dark bodies (sclerotia) develop, weaken the stem and cause lodging.",stem rot,StmRotInc,,stem rot,Incidence,,"TO:0000323, IRIS:1115",CO_320:0000366,stem rot incidence estimation,Estimation,Estimate the propotion of tillers that are infected,,SES:42,CO_320:0000367,stem rot incidence scale,Ordinal,,,,,0= No disease observed,1= Less than 1%,2=,3= 1-5%,4=,5= 6-25%,6=,7= 26-50%,8=,9= 51-100%,,,
,CO_320:0000873,StrLmCol_Est_1to4,STERILE_LEMMA_COLOR,,,,"IRIS:324, RD:7.5.13, SES:119, UPOV:52",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000041,sterile lemma color,Morphological,Colour of the sterile lemmas,glume color,StrLmCol,"SLCO, SLmc",Sterile lemma,Colour,,"TO:0000400, IRIS:1091",CO_320:0000300,sterile lemma color examination cult,Estimation,Examine the colour of the sterile lemmas of five representive spikelets against a colour chart or colour-accurate photographs of references.,,"IRIS:324, RD:7.5.13, SES:119, UPOV:52",CO_320:0000301,sterile lemma color scale cult,Nominal,,,,,1= 020= Straw,2= 040= Gold,3= 070= Red,4= 080= Purple,,,,,,,,,
,CO_320:0000874,StrLmCol_Est_1to9,STERILE_LEMMA_COLOR,,,,RD:7.5.13,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000041,sterile lemma color,Morphological,Colour of the sterile lemmas,glume color,StrLmCol,"SLCO, SLmc",Sterile lemma,Colour,,"TO:0000400, IRIS:1091",CO_320:0000571,sterile lemma color examination wild,Estimation,Examine the colour of the sterile lemmas of five representive spikelets against a colour chart or colour-accurate photographs of references.,,RD:7.5.13,CO_320:0000907,sterile lemma color scale wild,Nominal,,,,,1= 011= Whitish,2= 020= Straw,3= 040= Gold,4= 060= Green,5= 061= Light green,6= 062= Yellowish green,7= 070= Red,8= 080= Purple,9= 082= Reddish purple,,,,
,CO_320:0000875,StrLmLng_AvShort_1to9,STERILE_LEMMA_LENGTH,,,,"IRIS:325, RD:7.5.10, UPOV:51",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000042,sterile lemma length,Morphological,Length of sterile lemmas,glume length,StrLmLng,SLLT,Sterile lemma,Length,,"TO:0000240, IRIS:1091",CO_320:0000222,average sterile lemma length - shorter,Computation,"Measure the average length of the sterile lemmas of five spikelets. If the two sterile lemmas on each spikelet differ in length, measure only the shorter one.",,"IRIS:325, RD:7.5.10, UPOV:51",CO_320:0000224,sterile lemma length scale,Ordinal,,,,,3= Short,5= Medium,7= Long,9= Extra long,,,,,,,,,
,CO_320:0000876,StrLmLng_AvLong_1to9,STERILE_LEMMA_LENGTH,,,,"IRIS:325, RD:7.5.11, UPOV:51",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000042,sterile lemma length,Morphological,Length of sterile lemmas,glume length,StrLmLng,SLLT,Sterile lemma,Length,,"TO:0000240, IRIS:1091",CO_320:0000806,average sterile lemma length - longer,Computation,"If the two sterile lemmas on each spikelet have different lengths, measure the average length of the longer sterile lemma of five spikelets",,"IRIS:325, RD:7.5.11, UPOV:51",CO_320:0000618,longer sterile lemma length scale,Ordinal,,,,,3= Short,5= Medium,7= Long,9= Extra long,,,,,,,,,
,CO_320:0000877,StrLmLng_AvShort_mm,STERILE_LEMMA_LENGTH,,,,"IRIS:325, RD:7.5.10",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000042,sterile lemma length,Morphological,Length of sterile lemmas,glume length,StrLmLng,SLLT,Sterile lemma,Length,,"TO:0000240, IRIS:1091",CO_320:0000222,average sterile lemma length - shorter,Computation,"Measure the average length of the sterile lemmas of five spikelets. If the two sterile lemmas on each spikelet differ in length, measure only the shorter one.",,"IRIS:325, RD:7.5.10, UPOV:51",CO_320:0000223,mm,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0000878,LemaShp_Est_0to3,SLSH,,,,"IRIS:529, RD:7.5.12",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000121,sterile lemma shape,Morphological,Shape of the sterile lemmas,,LemaShp,,Sterile lemma,Shape,,TO:0002726,CO_320:0000298,Sterile lemma shape,Estimation,Examine the shape of sterile lemmas,,"IRIS:529, RD:7.5.12",CO_320:0000299,Sterile lemma shape scale,Nominal,,,,,0= Absent,1= Linear(long and slender),2= Subulate or setaceous,3= Triangular (and very small),,,,,,,,,
,CO_320:0000879,StgmCol_Est_1to5,STIGMA_COLOR,,,"Standard CIAT, FLAR","IRIS:321, RD:7.4.2, SES:116, UPOV:24",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000038,stigma color,Morphological,Color of stigma,,StgmCol,STCO,Stigma,Colour,,"TO:0000185, IRIS:1087",CO_320:0000225,stigma color examination,Estimation,"Using a hand lens, examine the colour of the stigmata when the florets are open (between 09:00 and 14:00 during anthesis). Compare the colour against a colour chart or colour-accurate photographs of references.",,"IRIS:321, RD:7.4.2, SES:116, UPOV:24",CO_320:0000226,stigma color scale 1,Nominal,,,,,1= 010= White,2= 061= Light green,3= 030= Yellow,4= 081= Light purple,5= 080= Purple,,,,,,,,
,CO_320:0000880,StgExers_Comp_1to9,STIGMA_EXSERTION,,,,"IRIS:165, SES:25",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000093,stigma exsertion,Morphological,Describes the tendency of stigmas to be exserted on one or both sides of the florets,,StgExers,,Stigma,Exsertion,,"TO:0000044, IRIS:1024",CO_320:0000334,stigma exsertion calculation,Computation,Count the number of florets that have completed anthesis on a given day and the number of those florets that have exserted stigma on one or both sides of the floret. Calculate the proportion of florets with exserted stigma,,"IRIS:165, SES:25",CO_320:0000335,stigma exsertion scale,Ordinal,,,,,1= above 70%,3= 41-70%,5= 21-40%,7= 11-20%,9= 0-10%,,,,,,,,
,CO_320:0000881,SubTol_GHEst_1to9,SUB,,,,SES:86,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000067,submergence tolerance,Abiotic stress,The ability of plants to survive a period of submergence,,SubTol,,Submergence,Tolerance,,"TO:0000286, TO:0000524, IRIS:1215",CO_320:0000807,submergence relative survival assessment,Estimation,"Greenhouse screening: divide the % of plants that survive submergence by the survival of the tolerant control variety e.g. FR13A, and express as a percentage",,SES:86,CO_320:0000619,submergence relative survival scale,Ordinal,,,,,1= 100% of performance of tolerant check,3= 95-99%,5= 75-94%,7= 50-74%,9= 0-49%,,,,,,,,
,CO_320:0000882,SubTol_FldEst_1to9,SUB,,,"Standard CIAT, FLAR","IRIS:3, SES:86",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000067,submergence tolerance,Abiotic stress,The ability of plants to survive a period of submergence,,SubTol,,Submergence,Tolerance,,"TO:0000286, TO:0000524, IRIS:1215",CO_320:0000408,submergence survival assessment,Estimation,Field evaluation: estimate the proportion of plants that survive submergence after floodwater recedes. Record the duration of submergence,,"IRIS:3, SES:86",CO_320:0000409,submergence survival scale,Ordinal,,,,,1= 100% of plants survive,3= 95-99%,5= 75-94%,7= 50-74%,9= 0-49%,,,,,,,,
,CO_320:0000883,ThripDam_Est_0to9,THRIPS,,,,"IRIS:74, SES:69",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000210,thrip damage,Biotic stress,The extent of damage caused by thrips (Stenchaetothrips biformis),thrips,ThripDam,,Thrip,Damage,,TO:0000154,CO_320:0000390,thrips damage assessment,Estimation,Estimate the severity of damage caused by thrips,,"IRIS:74, SES:69",CO_320:0000391,thrips damage scale,Ordinal,,,,,1= Rolling of terminal 1/3 area of 1st leaf,3= Rolling of terminal 1/3-1/2 area of 1st and 2nd leaves,"5= Rolling of terminal 1/2 area of 1st, 2nd, and 3rd leaves, yellowing of leaf tips","7= Rolling of entire length of all leaves, pronounced yellowing","9= Complete plant wilting, followed by severe yellowing and scorching",,,,,,,,
,CO_320:0000884,TillNo_Comp_1to9,TI,,,"Standard CIAT, FLAR",SES:2,IRRI,Julie Pasuquin,,EN,Rice,CO_320:0000079,Tiller number per plant,Agronomical,Total number of reproductive and non-reproductive tillers arising from the base of each plant,Tillering,TillNo,TilPlt,Tiller,Number per plant,,TO:0000346,CO_320:0000314,Average - Tiller number per plant,Computation,Count all tillers arising from representative plants and compute the average,,SES:2,CO_320:0000315,Tillering scale,Ordinal,,,,,1= Very abundant: more than 25 tillers/plant,3= Many: 20-25 tillers/plant,5= Medium: 10-19 tillers/plant,7= Few: 5-9 tillers/plant,9= Very few: fewer than 5 tillers/plant,,,,,,,,
,CO_320:0000885,UDInc_Est_0to9,UDBATTA_DISEASE,,,,"IRIS:181, SES:41",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000194,udbatta disease,Biotic stress,"The type and severity of udbatta disease symptoms caused by Balansia oryzae-sativae (Ephelis oryzae). Symptoms: a white mycelial mat ties the panicle branches together so that they emerge as single, small, cylindrical rods.",udbatta disease,UDInc,,udbatta disease,Incidence,,"TO:0000045, IRIS:1123",CO_320:0000364,udbatta disease incidence estimation,Estimation,Estimate the proportion of tillers that are infected,,"IRIS:181, SES:41",CO_320:0000365,udbatta disease incidence scale,Ordinal,,,,,0= No disease observed,1= Less than 1%,2=,3=,4=,5= 1-25%,6=,7=,8=,9= 26-100%,,,
,CO_320:0000886,UfraDam_Est_0to9,UFRA,,,,"IRIS:215, SES:43",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000187,ufra,Biotic stress,"The type and severity of stem rot symptoms caused by the stem nematode Ditylenchus angustus. Symptoms: leaf mottling or chlorotic discoloration in a splash pattern at base of young leaves in stem elongation or mid-tillering stage, brown stains may develop on leaves and sheaths which later intensify to a dark brown color, distortion (twisting and withering) of young leaves, distortion of panicles which either remain enclosed within a swollen sheath, or partially emerge but are twisted and with unfilled grains, or emerge completely but with unfilled grains and resembling a whitehead.",ufra,UfraDam,,Ufra,Incidence,,"TO:0000121, IRIS:1116",CO_320:0000368,ufra incidence estimation,Estimation,Estimate the proportion of tillers that show visible symptoms of infection,,"IRIS:215, SES:43",CO_320:0000369,ufra incidence scale,Ordinal,,,,,0= 0%,1= 1-2%,3= 21-40%,5= 41-60%,7= 61-80%,9= 81-100%,,,,,,,
,CO_320:0000887,PlntVg_SdEst_1to9,VG,,,"Standard CIAT, FLAR","IRIS:698, SES:1",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000077,vigor,Agronomical,"An overall description of the vigour of plant growth, combining several components such as number of tillers, plant height, number of leaves, canopy density",,PlntVg,,Plant,Vigor,,"TO:0000296, IRIS:1007",CO_320:0000336,seedling vigor,Estimation,Assess the vigor of seedlings,,"IRIS:698, SES:1",CO_320:0000337,seedling vigor scale,Ordinal,,,,,"1= Extra vigorous, very fast growing","3= Vigorous, fast growing",5= Normal,"7= Weak, plants somewhat stunted","9= Very weak, with stunted growth and yellowingleaves",,,,,,,,
,CO_320:0000888,PlntVg_VegEst_1to9,VG,,,"Standard CIAT, FLAR",SES:1,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000077,vigor,Agronomical,"An overall description of the vigour of plant growth, combining several components such as number of tillers, plant height, number of leaves, canopy density",,PlntVg,,Plant,Vigor,,"TO:0000296, IRIS:1007",CO_320:0000312,vegetative vigor,Estimation,Assess the vigor of plants in early vegetative stage,,SES:1,CO_320:0000313,vegetative vigor scale,Ordinal,,,,,"1= Extra vigorous, very fast growing, most plants with 5-6 leaves and 2 or more tillers","3= Vigorous, fast growing, most plants with 4-5 leaves and 1-2 tillers","5= Normal, most plants with 4-leaves","7= Weak, plants somewhat stunted, most plants with 3-4 leaves and no tillers in thin population","9= Very weak, with stunted growth and yellowingleaves",,,,,,,,
,CO_320:0000889,WBPH_EstGH_0to9,WBPH,,,,"IRIS:41, SES:62",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000211,whitebacked planthopper damage,Biotic stress,The extent of damage caused by whitebacked planthopper (Sogatella furcifera). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy.,whitebacked planthopper,WBPH,,Whitebacked planthopper,Damage,,TO:0000205,CO_320:0000374,whitebacked planthopper injury assessment greenhouse,Estimation,"Sow plants in a greenhouse with a uniform high population of green leafhopper, and observe the damages on seedlings",,"IRIS:41, SES:62",CO_320:0000375,whitebacked planthopper injury scale greenhouse,Ordinal,,,,,0= No damage,1= Very slight damage,3= First and 2nd leaves with orange tips: slight stunting,"5= More than half the leaves with yellow-orange tips, pronounced stunting","7= More than half the plants dead, remaining plants severely stunted and wilted",9= All plants dead,,,,,,,
,CO_320:0000890,WBPH_EstFld_0to9,WBPH,,,,"IRIS:198, SES:62",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000211,whitebacked planthopper damage,Biotic stress,The extent of damage caused by whitebacked planthopper (Sogatella furcifera). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy.,whitebacked planthopper,WBPH,,Whitebacked planthopper,Damage,,TO:0000205,CO_320:0000808,whitebacked planthopper injury assessment field,Estimation,"Observe the damages on plants caused by whitebacked planthopper. For a field test, use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. The test is considered a valid test for resistance if the hopper population is uniformly distributed at a high level across the screening box, as indicated by hopper counts on the susceptible check. A minimum of the following hopper density on susceptible check is necessary: a. 10 hoppers/hill at 10-15 days after transplanting, b. 25 hoppers / hiII at maximum tillering, c. 100 hoppers/hill at early booting stage",,"IRIS:198, SES:62",CO_320:0000620,whitebacked planthopper injury scale field,Ordinal,,,,,0= No injury,1= Very slight injury,"3= First and 2nd leaves with orange tips, slight stunting","5= More than half the leaves with yellow-orange tips, pronounced stunting","7= More than half of plants dead, remaining plants severely stunted and wilted",9= All plants dead,,,,,,,
,CO_320:0000891,YellowDwarfSev_Est_0to9,YELLOW_DWARF,,,,SES:36,IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000515,yellow dwarf,Biotic stress,"The type and severity of yellow dwarf symptoms caused by a mycoplasma. Symptoms: pale yellow, droopy leaves, excessive tillering and stunting",,YellowDwarfSev,,Yellow dwarf,Severity,,TO:0000292,CO_320:0000809,yellow dwarf disease assessment,Estimation,Estimate the type and severity of symptoms on secondary growth after cutting at the base,,SES:36,CO_320:0000621,yellow dwarf disease scale,Ordinal,,,,,"1= None to few leaves slightly yellow, tillering, height and flowering not affected","3= Leaves slightly yellow, plants slightly stunted, flowering slightly delayed","5= Leaves yellow, plants moderately stunted, flowering delayed","7= Leaves yellow or orange yellow, plants moderately stunted, floweringvery much delayed","9= Leaves orange yellow or orange, plants severely stunted, sometimes dead, flowering very much delayed",,,,,,,,
,CO_320:0000892,YellowMottleSev_Est_0to9,YELLOW_MOTTLE,,,,"IRIS:174, SES:36",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000192,yellow mottle disease,Biotic stress,"The type and severity of yellow mottle disease symptoms caused by rice yellow mottle virus (RYMV). Symptoms: stunting, reduced tillering, mottling and yellowing streaking of the leaves, delayed flowering or incomplete emergence of the panicles, in extreme cases, death of plants","yellow mottle, rice yellow mottle disease",YellowMottleSev,,Yellow mottle,Severity,,"TO:0000088, IRIS:1121",CO_320:0000356,yellow mottle disease assessment,Estimation,Estimate the type and severity of symptoms,,"IRIS:174, SES:36",CO_320:0000357,yellow mottle disease scale,Ordinal,,,,,1= No symptom observed,3= Leaves green but with sparse dots or streaks and less than 5% of height reduction,"5= Leaves green or pale green with mottling and 6% to 25% of height reduction, flowering slightly delayed","7= Leaves pale yellow or yellow and 26-75% of height reduction, floweringdelayed","9= Leaves turn yellow or orange, more than 75% height reduction, no flowering or some plants dead",,,,,,,,
,CO_320:0000893,ZnDefInj_Est_1to9,ZDEF,,,pending curation,"IRIS:11, SES:74",IRRI,Jeffrey Detras,,EN,Rice,CO_320:0000069,zinc deficiency injury,Abiotic stress,The extent to which plant growth is adversely affected by a deficiency of zinc in the growing medium,zinc deficiency,ZnDefInj,,Zinc deficiency,Injury,pending curation,"TO:0000351, IRIS:1217",CO_320:0000396,zinc deficiency injury assessment,Estimation,Observe growth in a growing medium with a deficiency of zinc,,"IRIS:11, SES:74",CO_320:0000397,zinc deficiency injury scale,Ordinal,,,,,"1= Growth and tillering nearly normal, healthy","2= Growth and tillering nearly normal, basal leaves slightly discolored","3= Stunting slight, tillering decreased, some basal leaves brown or yellow","5= Growth and tillering severely retarded, about half of all leaves brown or yellow","7= Growth and tillering ceases, most leaves brown or yellow",9= Almost all plants dead or dying,,,,,,,
