# creator_id:
# - orcid:0000-0002-6379-8932
# - orcid:0000-0002-8461-9745
# curie_map:
#   CO_320: http://purl.obolibrary.org/obo/CO_320_
#   TO: http://purl.obolibrary.org/obo/TO_
#   orcid: https://orcid.org/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_set_group: rice_mappings
# mapping_set_id: co_320_to
# mapping_set_title: 'Rice Mappings: CO_320-TO'
# object_source: http://purl.obolibrary.org/to.owl
# object_source_version: http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
# subject_source: https://cropontology.org/ontology/CO_320/Rice/owl
# subject_source_version: https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	creator_id	subject_source_version	object_source_version	confidence
CO_320:0000499	grain discoloration	rdfs:subClassOf	TO:0000023	fungal infection related grain discoloration	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000500	grassy stunt 2 disease	rdfs:subClassOf	TO:0000126	rice grassy stunt virus-2 resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000501	keel anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000502	leaf blade anthocyanin	skos:broadMatch	TO:0000071	anthocyanin content	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000503	leaf blade greenness	skos:broadMatch	TO:0000299	leaf lamina color	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000504	leaf margin pubescence	rdfs:subClassOf	TO:0002723	leaf lamina margin pubescence	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000505	lemma and palea color ornementation	skos:broadMatch	TO:0000079	lemma and palea morphology trait	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000506	lemma phenol reaction	skos:broadMatch	TO:0000062	phenol reaction	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000507	ligule margin shape	rdfs:subClassOf	TO:0002766	ligule margin shape	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000508	Outcrossing extent	rdfs:subClassOf	TO:0000330	outcrossing potential	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000509	panicle basal branch number	rdfs:subClassOf	TO:0000050	inflorescence branching	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000510	panicle blast damage	skos:broadMatch	TO:0000477	panicle blast disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000511	panicle blast severity	skos:broadMatch	TO:0000477	panicle blast disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000512	panicle blast incidence	skos:broadMatch	TO:0000477	panicle blast disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000513	panicle branch arrangement	rdfs:subClassOf	TO:0002751	inflorescence branch arrangement	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000514	seeding date	rdfs:subClassOf	sssom:NoMapping		sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0
CO_320:0000515	yellow dwarf	rdfs:subClassOf	TO:0000292	yellow dwarf disease resistance	sssom:HumanCuration	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_320-rice-traits/71090cc35c45e1b4b628c9256f2ab54949409b77/Rice_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl	1.0

